Time,Temperature (C),Wind Direction (deg),Wind Speed (kmh),hour_of_day_sin,hour_of_day_cos,Load (kW)
2017-03-21 08:00:00,15.7618862174512,154.875,6.855,0.8660254037844387,-0.4999999999999998,1148047.44431707
2017-03-21 09:00:00,19.5443862174512,204.0,9.53625,0.7071067811865476,-0.7071067811865475,1249571.11653707
2017-03-21 10:00:00,22.6118862174512,240.25,13.32875,0.4999999999999999,-0.8660254037844387,1306543.89813707
2017-03-21 11:00:00,24.1493862174512,271.0,17.67125,0.258819045102521,-0.9659258262890682,1322956.70213707
2017-03-21 12:00:00,22.8093862174512,256.375,14.41375,1.2246467991473532e-16,-1.0,1324423.41953707
2017-03-21 13:00:00,25.0218862174512,265.25,21.6975,-0.2588190451025208,-0.9659258262890684,1315972.68413707
2017-03-21 14:00:00,23.7643862174512,271.75,21.88375,-0.4999999999999998,-0.8660254037844388,1322229.60393707
2017-03-21 15:00:00,22.3343862174512,259.125,19.285,-0.7071067811865471,-0.7071067811865479,1318455.26413707
2017-03-21 16:00:00,22.2618862174512,267.75,22.21625,-0.8660254037844384,-0.5000000000000004,1309046.66813707
2017-03-21 17:00:00,19.9943862174512,261.375,20.275,-0.9659258262890684,-0.2588190451025206,1281501.15433707
2017-03-21 18:00:00,18.8018862174512,241.875,17.11125,-1.0,-1.8369701987210294e-16,1235780.99533707
2017-03-21 19:00:00,17.8793862174512,231.125,16.12375,-0.9659258262890684,0.2588190451025203,1194239.05407707
2017-03-21 20:00:00,17.7418862174512,230.625,13.585,-0.8660254037844386,0.5000000000000001,1150312.30669707
2017-03-21 21:00:00,17.7418862174512,234.375,13.82625,-0.7071067811865477,0.7071067811865474,1119503.79729707
2017-03-21 22:00:00,17.7418862174512,220.625,11.34125,-0.5000000000000004,0.8660254037844384,1095905.87371707
2017-03-21 23:00:00,17.5718862174512,202.625,9.77375,-0.2588190451025215,0.965925826289068,1063608.05213707
2017-03-22 00:00:00,16.4718862174512,201.0,10.45,0.0,1.0,1034120.71057707
2017-03-22 01:00:00,15.8343862174512,208.5,9.32,0.2588190451025207,0.9659258262890684,1009530.60889707
2017-03-22 02:00:00,15.7618862174512,208.625,7.72875,0.4999999999999999,0.8660254037844387,991893.10113707
2017-03-22 03:00:00,15.5143862174512,193.5,7.2975,0.7071067811865475,0.7071067811865476,982028.02721707
2017-03-22 04:00:00,13.9743862174512,144.75,7.23375,0.8660254037844386,0.5000000000000001,976406.41933707
2017-03-22 05:00:00,13.7193862174512,126.25,5.925,0.9659258262890684,0.2588190451025207,975886.70125707
2017-03-22 06:00:00,13.7018862174512,139.0,7.51125,1.0,6.123233995736766e-17,989562.01503707
2017-03-22 07:00:00,13.9593862174512,141.5,9.535,0.9659258262890684,-0.2588190451025206,1049173.35791707
2017-03-22 08:00:00,15.7943862174512,146.0,8.285,0.8660254037844387,-0.4999999999999998,1163011.55991707
2017-03-22 09:00:00,18.3968862174512,193.5,10.905,0.7071067811865476,-0.7071067811865475,1271671.52833707
2017-03-22 10:00:00,22.2843862174512,267.375,14.775,0.4999999999999999,-0.8660254037844387,1325304.68133707
2017-03-22 11:00:00,23.4293862174512,263.875,17.62,0.258819045102521,-0.9659258262890682,1339035.25933707
2017-03-22 12:00:00,22.9343862174512,261.25,16.62875,1.2246467991473532e-16,-1.0,1346214.57533707
2017-03-22 13:00:00,25.0643862174512,273.75,21.17375,-0.2588190451025208,-0.9659258262890684,1340341.10733707
2017-03-22 14:00:00,23.9743862174512,271.5,20.06,-0.4999999999999998,-0.8660254037844388,1348007.81533707
2017-03-22 15:00:00,23.5843862174512,270.125,17.60375,-0.7071067811865471,-0.7071067811865479,1320913.71933707
2017-03-22 16:00:00,22.4218862174512,269.875,20.6175,-0.8660254037844384,-0.5000000000000004,1316589.91733707
2017-03-22 17:00:00,19.7093862174512,268.125,20.88,-0.9659258262890684,-0.2588190451025206,1283933.79773707
2017-03-22 18:00:00,18.8168862174512,264.0,18.58125,-1.0,-1.8369701987210294e-16,1240706.30873707
2017-03-22 19:00:00,17.8493862174512,266.375,17.29375,-0.9659258262890684,0.2588190451025203,1208599.77573707
2017-03-22 20:00:00,17.3918862174512,240.125,11.06,-0.8660254037844386,0.5000000000000001,1163237.94245707
2017-03-22 21:00:00,17.1293862174512,213.5,9.465,-0.7071067811865477,0.7071067811865474,1130689.79903707
2017-03-22 22:00:00,17.6093862174512,208.875,9.27,-0.5000000000000004,0.8660254037844384,1108793.14943707
2017-03-22 23:00:00,17.4493862174512,200.0,8.88,-0.2588190451025215,0.965925826289068,1078661.09393707
2017-03-23 00:00:00,17.1168862174512,193.125,10.37625,0.0,1.0,1046058.61635707
2017-03-23 01:00:00,15.9418862174512,197.125,12.13125,0.2588190451025207,0.9659258262890684,1019645.98267707
2017-03-23 02:00:00,15.7193862174512,185.125,9.35375,0.4999999999999999,0.8660254037844387,1001757.36101707
2017-03-23 03:00:00,15.7643862174512,179.0,7.71875,0.7071067811865475,0.7071067811865476,989690.30515707
2017-03-23 04:00:00,15.5193862174512,165.875,9.15125,0.8660254037844386,0.5000000000000001,978765.45723707
2017-03-23 05:00:00,14.0443862174512,136.625,9.78375,0.9659258262890684,0.2588190451025207,981291.83117707
2017-03-23 06:00:00,13.8368862174512,151.375,10.38,1.0,6.123233995736766e-17,1003035.89689707
2017-03-23 07:00:00,14.7168862174512,154.625,11.72,0.9659258262890684,-0.2588190451025206,1061943.78983707
2017-03-23 08:00:00,15.6468862174512,174.5,11.48125,0.8660254037844387,-0.4999999999999998,1176735.97389707
2017-03-23 09:00:00,16.7318862174512,177.75,13.65375,0.7071067811865476,-0.7071067811865475,1283327.52833707
2017-03-23 10:00:00,22.7043862174512,261.25,18.305,0.4999999999999999,-0.8660254037844387,1330669.10133707
2017-03-23 11:00:00,23.5818862174512,248.5,13.01875,0.258819045102521,-0.9659258262890682,1343089.24133707
2017-03-23 12:00:00,23.1168862174512,259.5,16.64125,1.2246467991473532e-16,-1.0,1350603.04733707
2017-03-23 13:00:00,24.1043862174512,272.375,20.27875,-0.2588190451025208,-0.9659258262890684,1342173.80133707
2017-03-23 14:00:00,22.0543862174512,287.125,18.675,-0.4999999999999998,-0.8660254037844388,1356139.32133707
2017-03-23 15:00:00,21.2968862174512,279.25,18.23,-0.7071067811865471,-0.7071067811865479,1350174.66933707
2017-03-23 16:00:00,21.5043862174512,289.0,18.47875,-0.8660254037844384,-0.5000000000000004,1341647.84333707
2017-03-23 17:00:00,20.5568862174512,286.5,18.50125,-0.9659258262890684,-0.2588190451025206,1306785.59413707
2017-03-23 18:00:00,18.7468862174512,296.375,16.395,-1.0,-1.8369701987210294e-16,1250881.60493707
2017-03-23 19:00:00,17.7918862174512,301.25,13.30625,-0.9659258262890684,0.2588190451025203,1208115.56173707
2017-03-23 20:00:00,17.1518862174512,308.5,12.11125,-0.8660254037844386,0.5000000000000001,1174643.95653707
2017-03-23 21:00:00,15.9518862174512,303.25,10.80375,-0.7071067811865477,0.7071067811865474,1144363.87109707
2017-03-23 22:00:00,15.7318862174512,291.375,9.08875,-0.5000000000000004,0.8660254037844384,1115131.74157707
2017-03-23 23:00:00,15.5818862174512,283.375,6.105,-0.2588190451025215,0.965925826289068,1084232.32403707
2017-03-24 00:00:00,15.4743862174512,267.125,5.70625,0.0,1.0,1054376.28449707
2017-03-24 01:00:00,14.0843862174512,241.5,7.26875,0.2588190451025207,0.9659258262890684,1027063.05285707
2017-03-24 02:00:00,14.3893862174512,231.875,7.01125,0.4999999999999999,0.8660254037844387,1008183.72709707
2017-03-24 03:00:00,13.8718862174512,268.125,4.095,0.7071067811865475,0.7071067811865476,995523.52925707
2017-03-24 04:00:00,13.8093862174512,312.25,3.98125,0.8660254037844386,0.5000000000000001,987648.43133707
2017-03-24 05:00:00,14.2118862174512,316.75,6.15625,0.9659258262890684,0.2588190451025207,990423.76121707
2017-03-24 06:00:00,14.0568862174512,217.75,6.21125,1.0,6.123233995736766e-17,1006821.66097707
2017-03-24 07:00:00,14.7418862174512,7.125,7.65375,0.9659258262890684,-0.2588190451025206,1066259.17189707
2017-03-24 08:00:00,15.7993862174512,132.5,15.09625,0.8660254037844387,-0.4999999999999998,1183252.94011707
2017-03-24 09:00:00,17.8343862174512,335.0,15.43375,0.7071067811865476,-0.7071067811865475,1285285.07833707
2017-03-24 10:00:00,21.2068862174512,322.375,19.72,0.4999999999999999,-0.8660254037844387,1336330.18553707
2017-03-24 11:00:00,21.7543862174512,313.375,21.0125,0.258819045102521,-0.9659258262890682,1355594.19933707
2017-03-24 12:00:00,22.4243862174512,322.125,19.46,1.2246467991473532e-16,-1.0,1354636.08333707
2017-03-24 13:00:00,24.9818862174512,322.125,24.20625,-0.2588190451025208,-0.9659258262890684,1347522.75733707
2017-03-24 14:00:00,24.0518862174512,311.375,24.60875,-0.4999999999999998,-0.8660254037844388,1361669.72933707
2017-03-24 15:00:00,24.3843862174512,315.5,21.64875,-0.7071067811865471,-0.7071067811865479,1350561.16793707
2017-03-24 16:00:00,24.7868862174512,323.125,22.965,-0.8660254037844384,-0.5000000000000004,1336593.95013707
2017-03-24 17:00:00,20.5893862174512,327.875,20.53625,-0.9659258262890684,-0.2588190451025206,1301632.68453707
2017-03-24 18:00:00,19.5043862174512,334.375,22.91,-1.0,-1.8369701987210294e-16,1252530.73933707
2017-03-24 19:00:00,17.8393862174512,323.5,14.10125,-0.9659258262890684,0.2588190451025203,1204006.35613707
2017-03-24 20:00:00,16.5318862174512,326.75,10.17125,-0.8660254037844386,0.5000000000000001,1161485.19095707
2017-03-24 21:00:00,15.3318862174512,318.5,8.7875,-0.7071067811865477,0.7071067811865474,1133962.44345707
2017-03-24 22:00:00,13.9318862174512,275.375,7.9275,-0.5000000000000004,0.8660254037844384,1104562.67791707
2017-03-24 23:00:00,13.6943862174512,305.0,8.14125,-0.2588190451025215,0.965925826289068,1064298.24833707
2017-03-25 00:00:00,13.3118862174512,298.625,3.3875,0.0,1.0,1031410.21277707
2017-03-25 01:00:00,11.9793862174512,303.375,8.755,0.2588190451025207,0.9659258262890684,1012118.56503707
2017-03-25 02:00:00,11.8293862174512,322.5,11.175,0.4999999999999999,0.8660254037844387,994928.07523707
2017-03-25 03:00:00,11.5443862174512,336.125,6.28625,0.7071067811865475,0.7071067811865476,982095.92541707
2017-03-25 04:00:00,10.0993862174512,140.875,5.79625,0.8660254037844386,0.5000000000000001,978078.65555707
2017-03-25 05:00:00,10.4018862174512,54.5,7.96625,0.9659258262890684,0.2588190451025207,976045.86155707
2017-03-25 06:00:00,9.71688621745122,63.0,7.75125,1.0,6.123233995736766e-17,981316.71547707
2017-03-25 07:00:00,9.32188621745121,76.5,9.96,0.9659258262890684,-0.2588190451025206,1005723.20305707
2017-03-25 08:00:00,12.6418862174512,57.125,10.91125,0.8660254037844387,-0.4999999999999998,1063293.04019707
2017-03-25 09:00:00,17.1718862174512,30.625,11.15625,0.7071067811865476,-0.7071067811865475,1130433.40911707
2017-03-25 10:00:00,21.9143862174512,299.75,14.69875,0.4999999999999999,-0.8660254037844387,1178005.15653707
2017-03-25 11:00:00,26.3068862174512,315.0,9.31625,0.258819045102521,-0.9659258262890682,1193739.72653707
2017-03-25 12:00:00,23.8943862174512,296.625,13.5575,1.2246467991473532e-16,-1.0,1194247.77053707
2017-03-25 13:00:00,27.5643862174512,315.125,23.585,-0.2588190451025208,-0.9659258262890684,1189648.08053707
2017-03-25 14:00:00,26.0343862174512,318.5,25.13875,-0.4999999999999998,-0.8660254037844388,1197709.29653707
2017-03-25 15:00:00,25.6718862174512,315.5,22.32625,-0.7071067811865471,-0.7071067811865479,1197288.78853707
2017-03-25 16:00:00,28.3243862174512,330.625,27.25625,-0.8660254037844384,-0.5000000000000004,1188867.02051707
2017-03-25 17:00:00,23.9018862174512,333.0,25.40375,-0.9659258262890684,-0.2588190451025206,1169657.42065707
2017-03-25 18:00:00,21.1968862174512,326.125,22.2975,-1.0,-1.8369701987210294e-16,1147334.77509707
2017-03-25 19:00:00,19.7968862174512,275.125,14.54125,-0.9659258262890684,0.2588190451025203,1134473.15139707
2017-03-25 20:00:00,19.0443862174512,326.625,14.62125,-0.8660254037844386,0.5000000000000001,1115481.70967707
2017-03-25 21:00:00,18.9993862174512,333.25,12.165,-0.7071067811865477,0.7071067811865474,1103437.63789707
2017-03-25 22:00:00,17.9468862174512,346.75,7.74,-0.5000000000000004,0.8660254037844384,1092939.76019707
2017-03-25 23:00:00,17.8218862174512,349.0,4.58375,-0.2588190451025215,0.965925826289068,1072920.11241707
2017-03-26 00:00:00,17.5118862174512,342.375,3.24,0.0,1.0,1050074.43875707
2017-03-26 01:00:00,16.2118862174512,341.0,1.83,0.2588190451025207,0.9659258262890684,1027058.52105707
2017-03-26 02:00:00,16.9593862174512,341.0,8.9425,0.4999999999999999,0.8660254037844387,1011024.60927707
2017-03-26 03:00:00,15.6018862174512,342.5,6.82625,0.7071067811865475,0.7071067811865476,998181.03943707
2017-03-26 04:00:00,13.7668862174512,350.875,9.93,0.8660254037844386,0.5000000000000001,994106.33749707
2017-03-26 05:00:00,12.5718862174512,51.875,7.755,0.9659258262890684,0.2588190451025207,989417.72149707
2017-03-26 06:00:00,13.2443862174512,8.375,8.80875,1.0,6.123233995736766e-17,980170.87357707
2017-03-26 07:00:00,13.1793862174512,8.0,12.535,0.9659258262890684,-0.2588190451025206,979472.19957707
2017-03-26 08:00:00,15.9743862174512,135.875,13.285,0.8660254037844387,-0.4999999999999998,1000021.09533707
2017-03-26 09:00:00,21.6943862174512,331.875,10.075,0.7071067811865476,-0.7071067811865475,1028975.21689707
2017-03-26 10:00:00,26.9393862174512,321.75,11.135,0.4999999999999999,-0.8660254037844387,1054692.34465707
2017-03-26 11:00:00,27.6518862174512,283.0,12.725,0.258819045102521,-0.9659258262890682,1071296.96045707
2017-03-26 12:00:00,28.2543862174512,281.0,13.86875,1.2246467991473532e-16,-1.0,1080229.95837707
2017-03-26 13:00:00,32.6868862174512,303.375,19.53625,-0.2588190451025208,-0.9659258262890684,1083458.50833707
2017-03-26 14:00:00,31.8118862174512,302.375,21.0175,-0.4999999999999998,-0.8660254037844388,1091820.59021707
2017-03-26 15:00:00,30.7768862174512,312.875,19.01,-0.7071067811865471,-0.7071067811865479,1091522.42021707
2017-03-26 16:00:00,32.5243862174512,318.75,20.30625,-0.8660254037844384,-0.5000000000000004,1087754.58425707
2017-03-26 17:00:00,28.5968862174512,318.75,17.195,-0.9659258262890684,-0.2588190451025206,1047038.87835707
2017-03-26 18:00:00,27.4893862174512,320.625,14.33125,-1.0,-1.8369701987210294e-16,1056974.75031707
2017-03-26 19:00:00,26.0043862174512,328.5,11.56625,-0.9659258262890684,0.2588190451025203,1057136.57615707
2017-03-26 20:00:00,25.5093862174512,328.0,10.70625,-0.8660254037844386,0.5000000000000001,1049966.48217707
2017-03-26 21:00:00,23.7418862174512,313.875,7.0525,-0.7071067811865477,0.7071067811865474,1053597.22627707
2017-03-26 22:00:00,21.9693862174512,318.5,1.1225,-0.5000000000000004,0.8660254037844384,1047808.20833707
2017-03-26 23:00:00,21.2068862174512,341.0,1.51875,-0.2588190451025215,0.965925826289068,1033327.26447707
2017-03-27 00:00:00,19.2843862174512,326.0,3.56125,0.0,1.0,1016170.94673707
2017-03-27 01:00:00,18.0893862174512,278.5,5.25625,0.2588190451025207,0.9659258262890684,994647.31303707
2017-03-27 02:00:00,18.7618862174512,269.125,5.6225,0.4999999999999999,0.8660254037844387,976173.65123707
2017-03-27 03:00:00,17.8518862174512,310.75,3.45875,0.7071067811865475,0.7071067811865476,954407.83331707
2017-03-27 04:00:00,15.8093862174512,275.25,1.9075,0.8660254037844386,0.5000000000000001,948634.85939707
2017-03-27 05:00:00,14.1418862174512,142.75,9.81125,0.9659258262890684,0.2588190451025207,958369.04719707
2017-03-27 06:00:00,14.0643862174512,156.625,8.435,1.0,6.123233995736766e-17,988560.16081707
2017-03-27 07:00:00,15.0993862174512,151.75,6.12,0.9659258262890684,-0.2588190451025206,1055779.07557707
2017-03-27 08:00:00,18.1343862174512,153.625,11.6325,0.8660254037844387,-0.4999999999999998,1178547.59545707
2017-03-27 09:00:00,20.3143862174512,187.125,10.87375,0.7071067811865476,-0.7071067811865475,1290303.92753707
2017-03-27 10:00:00,24.9893862174512,267.75,10.03125,0.4999999999999999,-0.8660254037844387,1352383.44653707
2017-03-27 11:00:00,25.5543862174512,268.125,13.755,0.258819045102521,-0.9659258262890682,1368326.03853707
2017-03-27 12:00:00,25.1093862174512,256.875,14.97875,1.2246467991473532e-16,-1.0,1369735.49253707
2017-03-27 13:00:00,27.7943862174512,280.875,19.455,-0.2588190451025208,-0.9659258262890684,1380218.54853707
2017-03-27 14:00:00,26.1768862174512,282.0,23.93,-0.4999999999999998,-0.8660254037844388,1392788.13253707
2017-03-27 15:00:00,27.0843862174512,288.5,21.65125,-0.7071067811865471,-0.7071067811865479,1387750.09653707
2017-03-27 16:00:00,32.2343862174512,308.0,20.8525,-0.8660254037844384,-0.5000000000000004,1369111.19853707
2017-03-27 17:00:00,29.9418862174512,316.0,13.26125,-0.9659258262890684,-0.2588190451025206,1322572.65733707
2017-03-27 18:00:00,29.4393862174512,320.75,11.05375,-1.0,-1.8369701987210294e-16,1270255.00213707
2017-03-27 19:00:00,27.5493862174512,342.25,9.87875,-0.9659258262890684,0.2588190451025203,1223320.40893707
2017-03-27 20:00:00,24.6318862174512,289.875,10.81875,-0.8660254037844386,0.5000000000000001,1178197.24189707
2017-03-27 21:00:00,22.8893862174512,225.5,8.03875,-0.7071067811865477,0.7071067811865474,1152145.91243707
2017-03-27 22:00:00,21.4918862174512,200.875,9.87625,-0.5000000000000004,0.8660254037844384,1130012.61689707
2017-03-27 23:00:00,18.8593862174512,193.25,13.9675,-0.2588190451025215,0.965925826289068,1102936.55141707
2017-03-28 00:00:00,17.7443862174512,191.625,9.22875,0.0,1.0,1070296.84581707
2017-03-28 01:00:00,17.6568862174512,171.25,6.755,0.2588190451025207,0.9659258262890684,1046821.57811707
2017-03-28 02:00:00,17.1018862174512,181.5,11.605,0.4999999999999999,0.8660254037844387,1025189.51037707
2017-03-28 03:00:00,16.2693862174512,175.125,10.875,0.7071067811865475,0.7071067811865476,1007974.88059707
2017-03-28 04:00:00,15.7743862174512,191.75,9.835,0.8660254037844386,0.5000000000000001,1002856.93069707
2017-03-28 05:00:00,15.4818862174512,175.125,10.67875,0.9659258262890684,0.2588190451025207,1008084.09059707
2017-03-28 06:00:00,15.3668862174512,161.375,6.26,1.0,6.123233995736766e-17,1024926.97229707
2017-03-28 07:00:00,15.1718862174512,201.5,3.035,0.9659258262890684,-0.2588190451025206,1087711.23325707
2017-03-28 08:00:00,17.7018862174512,293.0,6.40375,0.8660254037844387,-0.4999999999999998,1199602.96123707
