Time,Load (kW),Pressure_kpa,Cloud Cover (%),Humidity (%),Temperature (C),Wind Direction (deg),Wind Speed (kmh),Forecast_Cloud Cover (%),Forecast_Pressure_kpa,Forecast_Temperature (C),Forecast_Wind Direction (deg),Forecast_Wind Speed (kmh)
2017-03-18 16:00:00,1200877.59753707,1013.695,44.0,77.6666666666667,19.8368862174512,289.0,19.22875,5,1010,18,284,9
2017-03-18 17:00:00,1169031.23787707,1011.4275,44.0,79.9166666666667,19.5618862174512,272.25,17.79125,5,1010,16,283,8
2017-03-18 18:00:00,1150271.29025707,1010.19875,44.0,81.6666666666667,18.6193862174512,265.75,14.075,5,1011,14,283,8
2017-03-18 19:00:00,1126710.73273707,1010.315,44.0,82.5833333333333,17.8493862174512,270.0,14.98375,6,1011,14,288,8
2017-03-18 20:00:00,1109004.81507707,1010.3175,44.0,83.25,17.6993862174512,277.875,9.07875,6,1011,14,293,7
2017-03-18 21:00:00,1095988.83535707,1011.50375,44.0,86.4166666666667,17.2268862174512,277.875,10.22375,7,1012,12,298,7
2017-03-18 22:00:00,1075547.20365707,1011.635,44.0,89.0,15.9618862174512,274.875,9.32,7,1011,12,317,6
2017-03-18 23:00:00,1049039.52593707,1011.635,44.0,89.3333333333333,15.7618862174512,238.125,7.76875,7,1011,12,335,5
2017-03-19 00:00:00,1021744.29423707,1011.635,44.0,89.6666666666667,15.5043862174512,245.875,7.27375,7,1010,12,354,4
2017-03-19 01:00:00,999585.88257707,1011.635,44.0,92.25,13.9743862174512,283.625,5.94,7,1011,12,250,3
2017-03-19 02:00:00,977538.64483707,1010.73375,44.0,92.5833333333333,13.7518862174512,127.5,6.3325,6,1011,10,147,3
2017-03-19 03:00:00,966271.96903707,1010.56,44.0,92.0,13.9168862174512,131.0,0.94375,6,1011,10,44,3
2017-03-19 04:00:00,957773.50111707,1010.64,44.0,92.5833333333333,13.7518862174512,131.0,0.0,6,1011,12,36,3
2017-03-19 05:00:00,956473.46911707,1010.51,44.0,92.25,13.7218862174512,149.0,0.46,5,1012,14,28,3
2017-03-19 06:00:00,941449.47333707,1011.22125,40.875,90.25,13.4718862174512,202.5,3.335,5,1012,16,20,4
2017-03-19 07:00:00,935907.80933707,1011.315,22.0,93.0,12.2218862174512,192.625,4.5725,5,1012,18,109,5
2017-03-19 08:00:00,960497.56691707,1011.72375,19.0,90.3333333333333,13.9093862174512,138.875,5.66875,5,1012,22,198,6
2017-03-19 09:00:00,987858.20059707,1013.15625,16.5,81.0,17.3443862174512,131.75,7.99375,5,1012,24,287,7
2017-03-19 10:00:00,1012382.68833707,1013.27,2.375,73.75,21.4243862174512,262.375,13.54875,5,1011,24,286,11
2017-03-19 11:00:00,1029778.86405707,1012.555,0.0,73.5,23.3543862174512,277.625,16.6975,5,1010,24,284,14
2017-03-19 12:00:00,1034794.90201707,1012.8525,0.0,72.3333333333333,22.9768862174512,270.375,15.485,4,1010,24,282,17
2017-03-19 13:00:00,1026072.75617707,1012.965,0.0,68.3333333333333,24.4693862174512,283.625,19.67,5,1009,24,285,15
2017-03-19 14:00:00,1026203.91615707,1011.0725,0.0,66.0833333333333,24.5793862174512,281.375,20.49125,5,1009,22,288,14
2017-03-19 15:00:00,1025117.76215707,1010.0575,0.0,69.25,23.5118862174512,284.25,16.74125,5,1009,22,291,12
2017-03-19 16:00:00,1019965.67025707,1010.155,0.5,71.3333333333333,22.6843862174512,289.5,18.985,5,1009,20,283,10
2017-03-19 17:00:00,1014069.37229707,1009.27875,3.75,72.75,21.5743862174512,277.75,15.03375,4,1010,16,275,9
2017-03-19 18:00:00,1016996.68025707,1009.49,0.5,75.4166666666667,19.6193862174512,261.375,11.94125,3,1010,14,268,8
2017-03-19 19:00:00,1032056.24211707,1009.61,0.0,79.6666666666667,17.9718862174512,254.125,12.52,2,1010,14,256,7
2017-03-19 20:00:00,1032000.93605707,1009.76125,0.0,82.6666666666667,17.6018862174512,267.5,10.89,1,1011,14,245,7
2017-03-19 21:00:00,1025865.78619707,1011.07125,0.0,84.5,16.6368862174512,264.5,8.65375,0,1011,12,234,6
2017-03-19 22:00:00,1016097.46435707,1011.2,0.0,85.75,15.8643862174512,243.375,13.605,0,1011,12,254,6
2017-03-19 23:00:00,1005315.68855707,1010.88,0.0,86.0833333333333,15.6143862174512,249.75,12.46,0,1010,12,274,7
2017-03-20 00:00:00,987190.01881707,1011.595,0.0,87.75,14.6393862174512,254.25,8.6475,0,1010,12,295,7
2017-03-20 01:00:00,967204.13105707,1011.71,7.875,89.0833333333333,13.8318862174512,253.625,11.2875,0,1010,10,202,6
2017-03-20 02:00:00,950232.04531707,1010.55875,49.5,89.3333333333333,13.7293862174512,286.125,6.35125,0,1010,10,109,5
2017-03-20 03:00:00,940618.20343707,1010.3,27.5,88.75,13.7618862174512,321.0,5.41,0,1010,10,17,5
2017-03-20 04:00:00,938838.09147707,1010.4,40.875,86.6666666666667,13.7293862174512,341.375,5.675,0,1011,12,23,5
2017-03-20 05:00:00,945081.54535707,1010.165,42.5,88.1666666666667,13.7618862174512,266.75,6.78375,0,1011,14,30,5
2017-03-20 06:00:00,973593.41493707,1010.87875,31.125,86.1666666666667,13.8518862174512,223.875,4.12625,0,1012,16,37,5
2017-03-20 07:00:00,1039951.76369707,1010.985,23.5,88.1666666666667,13.2693862174512,97.375,4.005,0,1012,18,120,5
2017-03-20 08:00:00,1155230.23375707,1011.23875,39.375,85.5833333333333,15.7168862174512,94.25,5.5775,0,1012,22,203,5
2017-03-20 09:00:00,1275774.73773707,1012.5475,31.125,79.9166666666667,18.8468862174512,76.0,8.33375,0,1012,24,287,5
2017-03-20 10:00:00,1333642.53313707,1012.665,18.0,74.6666666666667,22.2418862174512,294.125,15.36375,0,1011,24,280,9
2017-03-20 11:00:00,1344260.48533707,1012.13375,2.375,73.3333333333333,22.7093862174512,289.75,15.37625,0,1011,24,274,13
2017-03-20 12:00:00,1337270.30533707,1012.725,0.0,69.5833333333333,22.7918862174512,263.875,13.365,0,1010,26,267,17
2017-03-20 13:00:00,1321022.66533707,1012.85,0.0,67.0833333333333,24.5818862174512,269.625,17.79375,0,1010,24,261,15
2017-03-20 14:00:00,1325809.01333707,1011.20625,0.0,71.5833333333333,25.3818862174512,263.75,18.81125,0,1010,22,255,13
2017-03-20 15:00:00,1322490.78733707,1010.605,0.0,76.5833333333333,24.2643862174512,244.75,16.9,0,1010,20,248,11
2017-03-20 16:00:00,1321726.56533707,1010.72,0.0,76.75,24.2543862174512,245.625,20.085,0,1010,18,245,10
2017-03-20 17:00:00,1289828.91413707,1010.0,2.375,77.5833333333333,21.8618862174512,253.875,16.82125,0,1011,16,242,8
2017-03-20 18:00:00,1238524.57873707,1010.22875,16.5,79.1666666666667,19.6293862174512,242.375,13.865,0,1011,14,239,6
2017-03-20 19:00:00,1194435.46759707,1010.335,19.0,82.25,17.9718862174512,238.625,14.58875,0,1011,14,229,7
2017-03-20 20:00:00,1151563.63249707,1010.50375,19.0,82.5833333333333,17.6493862174512,230.75,14.55,0,1011,14,219,7
2017-03-20 21:00:00,1116035.55501707,1011.7375,22.0,81.8333333333333,16.9268862174512,228.0,12.73,0,1012,12,209,7
2017-03-20 22:00:00,1091370.07551707,1011.855,40.875,85.3333333333333,15.9118862174512,222.0,9.81625,0,1011,12,216,6
2017-03-20 23:00:00,1061752.06595707,1011.53875,44.0,86.0,15.7618862174512,220.5,9.37,0,1011,12,223,5
2017-03-21 00:00:00,1032739.17037707,1012.17875,44.0,86.0,15.7668862174512,219.5,9.14,0,1011,12,231,5
2017-03-21 01:00:00,1003462.01681707,1012.285,44.0,86.0,15.7618862174512,231.0,7.9975,1,1011,10,202,4
2017-03-21 02:00:00,986411.58103707,1011.09125,44.0,86.0,15.7618862174512,248.5,8.87,2,1011,10,173,3
2017-03-21 03:00:00,975442.36921707,1010.76375,44.0,86.0,15.7618862174512,240.375,7.75,4,1011,10,144,2
2017-03-21 04:00:00,971071.48139707,1010.86,44.0,86.3333333333333,15.5043862174512,202.125,8.87,2,1011,12,143,2
2017-03-21 05:00:00,973178.17933707,1010.86,44.0,88.75,13.9743862174512,141.5,7.9975,1,1012,14,141,3
2017-03-21 06:00:00,990731.26097707,1010.86,44.0,89.0,13.7243862174512,131.0,8.31125,0,1012,16,140,3
2017-03-21 07:00:00,1044374.83405707,1010.86,43.0,87.5833333333333,13.9643862174512,135.25,4.1275,0,1012,18,176,4
2017-03-21 08:00:00,1148047.44431707,1011.67125,38.0,86.3333333333333,15.7618862174512,154.875,6.855,0,1012,20,212,6
2017-03-21 09:00:00,1249571.11653707,1013.7725,41.5,83.0833333333333,19.5443862174512,204.0,9.53625,0,1012,24,248,8
2017-03-21 10:00:00,1306543.89813707,1013.915,31.125,79.75,22.6118862174512,240.25,13.32875,0,1012,24,251,11
2017-03-21 11:00:00,1322956.70213707,1013.0175,20.5,80.0,24.1493862174512,271.0,17.67125,0,1011,24,254,15
2017-03-21 12:00:00,1324423.41953707,1013.2675,19.0,83.1666666666667,22.8093862174512,256.375,14.41375,0,1010,24,257,18
2017-03-21 13:00:00,1315972.68413707,1013.395,19.0,80.3333333333333,25.0218862174512,265.25,21.6975,0,1010,22,254,16
2017-03-21 14:00:00,1322229.60393707,1011.57375,20.5,81.25,23.7643862174512,271.75,21.88375,0,1010,22,251,15
2017-03-21 15:00:00,1318455.26413707,1010.75875,29.5,78.6666666666667,22.3343862174512,259.125,19.285,0,1010,20,248,13
2017-03-21 16:00:00,1309046.66813707,1010.87,31.875,76.9166666666667,22.2618862174512,267.75,22.21625,0,1011,18,243,12
2017-03-21 17:00:00,1281501.15433707,1010.19,36.0,79.5833333333333,19.9943862174512,261.375,20.275,0,1011,16,239,11
2017-03-21 18:00:00,1235780.99533707,1010.78375,33.5,80.0,18.8018862174512,241.875,17.11125,0,1012,14,235,10
2017-03-21 19:00:00,1194239.05407707,1010.925,42.5,80.0,17.8793862174512,231.125,16.12375,32,1012,14,226,8
2017-03-21 20:00:00,1150312.30669707,1011.1125,44.0,80.0,17.7418862174512,230.625,13.585,63,1012,14,216,7
2017-03-21 21:00:00,1119503.79729707,1012.425,40.875,80.0,17.7418862174512,234.375,13.82625,95,1012,14,207,5
2017-03-21 22:00:00,1095905.87371707,1012.55,22.0,80.0,17.7418862174512,220.625,11.34125,83,1012,14,201,6
2017-03-21 23:00:00,1063608.05213707,1012.12,19.0,80.25,17.5718862174512,202.625,9.77375,72,1011,14,194,6
2017-03-22 00:00:00,1034120.71057707,1012.59375,19.0,81.75,16.4718862174512,201.0,10.45,61,1011,12,188,7
2017-03-22 01:00:00,1009530.60889707,1012.695,19.0,82.6666666666667,15.8343862174512,208.5,9.32,61,1011,12,178,7
2017-03-22 02:00:00,991893.10113707,1011.15125,19.0,82.6666666666667,15.7618862174512,208.625,7.72875,61,1010,12,168,7
2017-03-22 03:00:00,982028.02721707,1010.53625,19.0,83.0,15.5143862174512,193.5,7.2975,61,1010,12,158,7
2017-03-22 04:00:00,976406.41933707,1010.64,22.0,85.9166666666667,13.9743862174512,144.75,7.23375,48,1011,12,161,7
2017-03-22 05:00:00,975886.70125707,1010.225,40.875,88.1666666666667,13.7193862174512,126.25,5.925,34,1011,14,164,7
2017-03-22 06:00:00,989562.01503707,1010.7325,44.0,86.4166666666667,13.7018862174512,139.0,7.51125,20,1011,14,167,8
2017-03-22 07:00:00,1049173.35791707,1010.835,44.0,87.1666666666667,13.9593862174512,141.5,9.535,14,1012,18,193,8
2017-03-22 08:00:00,1163011.55991707,1011.1375,42.5,86.0833333333333,15.7943862174512,146.0,8.285,7,1012,20,219,8
2017-03-22 09:00:00,1271671.52833707,1012.565,32.625,84.75,18.3968862174512,193.5,10.905,0,1012,22,246,9
2017-03-22 10:00:00,1325304.68133707,1012.69,29.5,80.4166666666667,22.2843862174512,267.375,14.775,0,1011,22,251,12
2017-03-22 11:00:00,1339035.25933707,1012.14625,20.5,76.75,23.4293862174512,263.875,17.62,0,1010,24,257,15
2017-03-22 12:00:00,1346214.57533707,1012.725,19.0,81.0833333333333,22.9343862174512,261.25,16.62875,0,1010,24,263,18
2017-03-22 13:00:00,1340341.10733707,1012.85,19.0,79.0833333333333,25.0643862174512,273.75,21.17375,0,1009,22,260,16
2017-03-22 14:00:00,1348007.81533707,1010.975,16.5,75.8333333333333,23.9743862174512,271.5,20.06,0,1009,20,257,14
2017-03-22 15:00:00,1320913.71933707,1010.225,4.75,76.5,23.5843862174512,270.125,17.60375,0,1009,20,254,12
2017-03-22 16:00:00,1316589.91733707,1010.35,19.5,78.25,22.4218862174512,269.875,20.6175,0,1009,18,245,11
2017-03-22 17:00:00,1283933.79773707,1009.44,40.875,82.6666666666667,19.7093862174512,268.125,20.88,0,1010,16,235,10
2017-03-22 18:00:00,1240706.30873707,1009.475,44.0,82.75,18.8168862174512,264.0,18.58125,0,1010,14,225,9
2017-03-22 19:00:00,1208599.77573707,1009.58,44.0,82.9166666666667,17.8493862174512,266.375,17.29375,22,1011,14,208,9
2017-03-22 20:00:00,1163237.94245707,1009.95875,44.0,83.4166666666667,17.3918862174512,240.125,11.06,45,1011,14,192,8
2017-03-22 21:00:00,1130689.79903707,1011.42875,44.0,83.9166666666667,17.1293862174512,213.5,9.465,67,1011,12,175,8
2017-03-22 22:00:00,1108793.14943707,1011.55,44.0,83.1666666666667,17.6093862174512,208.875,9.27,67,1011,12,180,9
2017-03-22 23:00:00,1078661.09393707,1011.13375,44.0,83.3333333333333,17.4493862174512,200.0,8.88,67,1010,12,185,10
2017-03-23 00:00:00,1046058.61635707,1011.6875,44.0,83.6666666666667,17.1168862174512,193.125,10.37625,66,1010,12,190,10
2017-03-23 01:00:00,1019645.98267707,1011.795,44.0,85.3333333333333,15.9418862174512,197.125,12.13125,68,1010,12,184,10
2017-03-23 02:00:00,1001757.36101707,1010.39125,44.0,83.5,15.7193862174512,185.125,9.35375,70,1010,12,179,9
2017-03-23 03:00:00,989690.30515707,1009.97,44.0,85.6666666666667,15.7643862174512,179.0,7.71875,72,1010,12,174,9
2017-03-23 04:00:00,978765.45723707,1010.08,44.0,86.3333333333333,15.5193862174512,165.875,9.15125,58,1010,12,169,9
2017-03-23 05:00:00,981291.83117707,1009.43375,44.0,88.25,14.0443862174512,136.625,9.78375,44,1010,14,164,9
2017-03-23 06:00:00,1003035.89689707,1009.7025,44.0,87.5833333333333,13.8368862174512,151.375,10.38,30,1011,14,159,9
2017-03-23 07:00:00,1061943.78983707,1009.805,44.0,87.25,14.7168862174512,154.625,11.72,20,1011,18,183,9
2017-03-23 08:00:00,1176735.97389707,1010.3775,44.0,86.0833333333333,15.6468862174512,174.5,11.48125,10,1011,20,208,8
2017-03-23 09:00:00,1283327.52833707,1012.1875,40.875,84.0833333333333,16.7318862174512,177.75,13.65375,0,1011,22,233,8
2017-03-23 10:00:00,1330669.10133707,1012.325,22.0,74.4166666666667,22.7043862174512,261.25,18.305,0,1010,24,243,12
2017-03-23 11:00:00,1343089.24133707,1011.60375,19.0,75.0833333333333,23.5818862174512,248.5,13.01875,0,1010,24,252,15
2017-03-23 12:00:00,1350603.04733707,1011.9475,19.0,75.9166666666667,23.1168862174512,259.5,16.64125,0,1009,24,262,18
2017-03-23 13:00:00,1342173.80133707,1012.065,19.0,74.75,24.1043862174512,272.375,20.27875,0,1009,22,270,16
2017-03-23 14:00:00,1356139.32133707,1010.3275,16.5,77.25,22.0543862174512,287.125,18.675,0,1009,20,279,14
2017-03-23 15:00:00,1350174.66933707,1009.57125,2.375,78.0,21.2968862174512,279.25,18.23,0,1008,20,287,13
2017-03-23 16:00:00,1341647.84333707,1009.68,0.0,77.8333333333333,21.5043862174512,289.0,18.47875,0,1009,18,287,11
2017-03-23 17:00:00,1306785.59413707,1008.78125,6.5,78.9166666666667,20.5568862174512,286.5,18.50125,0,1010,16,288,9
2017-03-23 18:00:00,1250881.60493707,1009.17625,29.5,81.5833333333333,18.7468862174512,296.375,16.395,0,1010,14,288,8
2017-03-23 19:00:00,1208115.56173707,1009.32,39.375,82.8333333333333,17.7918862174512,301.25,13.30625,0,1010,12,285,6
2017-03-23 20:00:00,1174643.95653707,1009.38,22.0,83.6666666666667,17.1518862174512,308.5,12.11125,0,1011,12,281,5
2017-03-23 21:00:00,1144363.87109707,1010.4975,22.0,85.6666666666667,15.9518862174512,303.25,10.80375,0,1011,12,278,4
2017-03-23 22:00:00,1115131.74157707,1010.615,40.875,86.0,15.7318862174512,291.375,9.08875,0,1011,12,281,4
2017-03-23 23:00:00,1084232.32403707,1010.50625,44.0,85.6666666666667,15.5818862174512,283.375,6.105,0,1010,10,284,5
2017-03-24 00:00:00,1054376.28449707,1011.37125,40.875,83.4166666666667,15.4743862174512,267.125,5.70625,0,1010,10,286,5
2017-03-24 01:00:00,1027063.05285707,1011.48,22.0,85.3333333333333,14.0843862174512,241.5,7.26875,25,1010,10,304,5
2017-03-24 02:00:00,1008183.72709707,1010.52875,19.0,84.8333333333333,14.3893862174512,231.875,7.01125,51,1010,10,322,5
2017-03-24 03:00:00,995523.52925707,1010.605,19.0,85.75,13.8718862174512,268.125,4.095,76,1011,10,340,5
2017-03-24 04:00:00,987648.43133707,1010.72,19.0,85.75,13.8093862174512,312.25,3.98125,59,1011,10,344,7
2017-03-24 05:00:00,990423.76121707,1010.30375,22.0,84.6666666666667,14.2118862174512,316.75,6.15625,43,1012,12,347,9
2017-03-24 06:00:00,1006821.66097707,1010.9825,40.875,83.0,14.0568862174512,217.75,6.21125,26,1012,14,351,10
2017-03-24 07:00:00,1066259.17189707,1011.105,44.0,82.4166666666667,14.7418862174512,7.125,7.65375,17,1012,16,338,10
2017-03-24 08:00:00,1183252.94011707,1011.83125,42.5,80.6666666666667,15.7993862174512,132.5,15.09625,9,1012,18,325,11
2017-03-24 09:00:00,1285285.07833707,1013.595,31.125,77.0,17.8343862174512,335.0,15.43375,0,1012,22,312,11
2017-03-24 10:00:00,1336330.18553707,1013.71,20.5,72.0,21.2068862174512,322.375,19.72,0,1011,22,308,14
2017-03-24 11:00:00,1355594.19933707,1012.985,16.5,71.4166666666667,21.7543862174512,313.375,21.0125,0,1011,22,303,17
2017-03-24 12:00:00,1354636.08333707,1013.15625,2.375,71.9166666666667,22.4243862174512,322.125,19.46,0,1010,24,298,19
2017-03-24 13:00:00,1347522.75733707,1013.255,0.0,70.75,24.9818862174512,322.125,24.20625,0,1010,22,302,18
2017-03-24 14:00:00,1361669.72933707,1011.3025,0.0,70.5833333333333,24.0518862174512,311.375,24.60875,0,1010,20,306,16
2017-03-24 15:00:00,1350561.16793707,1010.51125,0.0,65.8333333333333,24.3843862174512,315.5,21.64875,0,1010,20,310,14
2017-03-24 16:00:00,1336593.95013707,1010.64,0.0,64.3333333333333,24.7868862174512,323.125,22.965,0,1010,18,310,13
2017-03-24 17:00:00,1301632.68453707,1009.65625,0.0,67.9166666666667,20.5893862174512,327.875,20.53625,0,1010,14,311,12
2017-03-24 18:00:00,1252530.73933707,1009.5125,0.0,67.6666666666667,19.5043862174512,334.375,22.91,0,1011,12,311,10
2017-03-24 19:00:00,1204006.35613707,1009.605,0.0,65.9166666666667,17.8393862174512,323.5,14.10125,0,1011,12,311,10
2017-03-24 20:00:00,1161485.19095707,1010.1025,0.0,66.6666666666667,16.5318862174512,326.75,10.17125,0,1011,12,311,9
2017-03-24 21:00:00,1133962.44345707,1011.86875,0.0,67.8333333333333,15.3318862174512,318.5,8.7875,0,1011,10,311,9
2017-03-24 22:00:00,1104562.67791707,1012.01,0.0,69.25,13.9318862174512,275.375,7.9275,0,1011,10,316,9
2017-03-24 23:00:00,1064298.24833707,1011.43,0.0,69.3333333333333,13.6943862174512,305.0,8.14125,0,1011,10,322,9
2017-03-25 00:00:00,1031410.21277707,1011.86625,0.0,70.3333333333333,13.3118862174512,298.625,3.3875,0,1010,8,328,10
2017-03-25 01:00:00,1012118.56503707,1011.98,0.0,73.9166666666667,11.9793862174512,303.375,8.755,0,1010,8,219,10
2017-03-25 02:00:00,994928.07523707,1010.74625,0.0,76.0,11.8293862174512,322.5,11.175,0,1010,8,111,9
2017-03-25 03:00:00,982095.92541707,1010.51375,0.0,75.0,11.5443862174512,336.125,6.28625,0,1010,8,2,9
2017-03-25 04:00:00,978078.65555707,1010.625,0.0,78.5833333333333,10.0993862174512,140.875,5.79625,0,1011,10,4,10
2017-03-25 05:00:00,976045.86155707,1010.1925,0.0,78.0833333333333,10.4018862174512,54.5,7.96625,0,1011,10,5,10
2017-03-25 06:00:00,981316.71547707,1010.9075,0.0,75.9166666666667,9.71688621745122,63.0,7.75125,0,1012,12,6,11
2017-03-25 07:00:00,1005723.20305707,1011.035,0.0,76.1666666666667,9.32188621745121,76.5,9.96,0,1012,16,118,9
2017-03-25 08:00:00,1063293.04019707,1011.6275,0.0,73.0,12.6418862174512,57.125,10.91125,0,1012,20,230,8
2017-03-25 09:00:00,1130433.40911707,1013.3675,0.0,67.75,17.1718862174512,30.625,11.15625,0,1012,24,342,6
2017-03-25 10:00:00,1178005.15653707,1013.495,0.0,62.4166666666667,21.9143862174512,299.75,14.69875,0,1011,24,325,10
2017-03-25 11:00:00,1193739.72653707,1012.36375,0.0,64.5,26.3068862174512,315.0,9.31625,0,1010,26,308,14
2017-03-25 12:00:00,1194247.77053707,1012.21125,0.0,69.0,23.8943862174512,296.625,13.5575,0,1009,26,292,17
2017-03-25 13:00:00,1189648.08053707,1012.32,0.0,71.6666666666667,27.5643862174512,315.125,23.585,0,1009,24,302,17
2017-03-25 14:00:00,1197709.29653707,1010.35125,0.0,71.5,26.0343862174512,318.5,25.13875,0,1009,24,312,17
2017-03-25 15:00:00,1197288.78853707,1009.38,0.0,69.5833333333333,25.6718862174512,315.5,22.32625,0,1008,22,321,16
2017-03-25 16:00:00,1188867.02051707,1009.49,0.0,66.25,28.3243862174512,330.625,27.25625,0,1009,20,325,14
2017-03-25 17:00:00,1169657.42065707,1008.51625,0.0,71.3333333333333,23.9018862174512,333.0,25.40375,0,1009,18,329,13
2017-03-25 18:00:00,1147334.77509707,1008.5525,0.0,73.4166666666667,21.1968862174512,326.125,22.2975,0,1010,16,333,11
2017-03-25 19:00:00,1134473.15139707,1008.665,0.0,68.75,19.7968862174512,275.125,14.54125,0,1010,16,330,9
2017-03-25 20:00:00,1115481.70967707,1008.9625,0.0,67.6666666666667,19.0443862174512,326.625,14.62125,0,1011,14,328,8
2017-03-25 21:00:00,1103437.63789707,1010.565,0.0,63.1666666666667,18.9993862174512,333.25,12.165,0,1011,14,326,7
2017-03-25 22:00:00,1092939.76019707,1010.71,0.0,63.25,17.9468862174512,346.75,7.74,0,1010,14,330,9
2017-03-25 23:00:00,1072920.11241707,1010.40875,0.0,63.25,17.8218862174512,349.0,4.58375,0,1010,12,333,10
2017-03-26 00:00:00,1050074.43875707,1011.0775,0.0,62.8333333333333,17.5118862174512,342.375,3.24,0,1010,12,337,12
2017-03-26 01:00:00,1027058.52105707,1011.185,0.0,67.0833333333333,16.2118862174512,341.0,1.83,0,1010,12,344,12
2017-03-26 02:00:00,1011024.60927707,1009.8825,0.0,60.75,16.9593862174512,341.0,8.9425,0,1010,12,351,12
2017-03-26 03:00:00,998181.03943707,1009.57,0.0,67.5,15.6018862174512,342.5,6.82625,0,1009,10,359,13
2017-03-26 04:00:00,994106.33749707,1009.68,0.0,76.0833333333333,13.7668862174512,350.875,9.93,0,1010,12,242,12
2017-03-26 05:00:00,989417.72149707,1009.165,0.0,78.4166666666667,12.5718862174512,51.875,7.755,0,1010,16,126,12
2017-03-26 06:00:00,980170.87357707,1009.7075,0.0,76.3333333333333,13.2443862174512,8.375,8.80875,0,1011,18,9,12
2017-03-26 07:00:00,979472.19957707,1009.825,0.5,75.25,13.1793862174512,8.0,12.535,0,1011,22,113,9
2017-03-26 08:00:00,1000021.09533707,1010.12125,3.75,71.1666666666667,15.9743862174512,135.875,13.285,0,1011,26,217,7
2017-03-26 09:00:00,1028975.21689707,1011.76,0.5,61.75,21.6943862174512,331.875,10.075,0,1011,30,321,5
2017-03-26 10:00:00,1054692.34465707,1011.91,0.0,57.25,26.9393862174512,321.75,11.135,0,1010,30,311,10
2017-03-26 11:00:00,1071296.96045707,1010.865,0.0,59.9166666666667,27.6518862174512,283.0,12.725,0,1009,30,301,14
2017-03-26 12:00:00,1080229.95837707,1010.855,0.0,62.6666666666667,28.2543862174512,281.0,13.86875,0,1008,30,292,18
2017-03-26 13:00:00,1083458.50833707,1010.97,0.0,64.5833333333333,32.6868862174512,303.375,19.53625,0,1008,30,300,17
2017-03-26 14:00:00,1091820.59021707,1009.06,0.0,64.6666666666667,31.8118862174512,302.375,21.0175,0,1007,28,308,16
2017-03-26 15:00:00,1091522.42021707,1008.1175,0.0,64.5,30.7768862174512,312.875,19.01,0,1007,26,316,15
2017-03-26 16:00:00,1087754.58425707,1008.225,0.0,62.0,32.5243862174512,318.75,20.30625,0,1007,24,320,14
2017-03-26 17:00:00,1047038.87835707,1007.25125,0.0,72.5833333333333,28.5968862174512,318.75,17.195,0,1008,22,324,13
2017-03-26 18:00:00,1056974.75031707,1007.495,0.0,66.3333333333333,27.4893862174512,320.625,14.33125,0,1008,20,327,12
2017-03-26 19:00:00,1057136.57615707,1007.63,0.0,62.6666666666667,26.0043862174512,328.5,11.56625,0,1009,18,219,10
2017-03-26 20:00:00,1049966.48217707,1007.63,0.0,61.25,25.5093862174512,328.0,10.70625,0,1009,18,111,8
